Column,Value,Count
applicant_income_000s,433.0,206.0
applicant_income_000s,427.0,206.0
minority_population,37.040000915527344,206.0
minority_population,63.45000076293945,206.0
minority_population,28.950000762939453,206.0
minority_population,72.86000061035156,206.0
tract_to_msamd_income,114.97000122070312,205.0
tract_to_msamd_income,195.27999877929688,205.0
tract_to_msamd_income,129.24000549316406,205.0
tract_to_msamd_income,100.91999816894533,205.0
tract_to_msamd_income,92.56999969482422,205.0
tract_to_msamd_income,122.66999816894533,205.0
tract_to_msamd_income,72.05999755859375,205.0
tract_to_msamd_income,182.42999267578125,205.0
tract_to_msamd_income,83.9000015258789,205.0
tract_to_msamd_income,104.25,205.0
tract_to_msamd_income,92.0500030517578,205.0
tract_to_msamd_income,73.30999755859375,205.0
census_tract_number,5548.02,205.0
census_tract_number,5552.02,205.0
census_tract_number,4305.01,205.0
census_tract_number,5539.01,205.0
census_tract_number,5124.02,205.0
tract_to_msamd_income,273.2300109863281,205.0
tract_to_msamd_income,124.27999877929688,205.0
census_tract_number,1081.02,205.0
census_tract_number,7021.02,205.0
census_tract_number,5520.01,205.0
applicant_income_000s,421.0,205.0
census_tract_number,464.01,205.0
census_tract_number,189.06,205.0
population,4005.0,205.0
population,2661.0,205.0
population,2887.0,205.0
population,3273.0,205.0
population,6103.0,205.0
population,3687.0,205.0
population,4236.0,205.0
population,8283.0,205.0
population,3449.0,205.0
population,3706.0,205.0
census_tract_number,4083.03,205.0
census_tract_number,170.36,205.0
census_tract_number,414.05,205.0
tract_to_msamd_income,75.87999725341797,205.0
census_tract_number,219.15,205.0
census_tract_number,20.01,205.0
census_tract_number,3180.0,205.0
census_tract_number,450.0,205.0
census_tract_number,5715.04,205.0
census_tract_number,447.01,205.0
census_tract_number,1100.01,205.0
tract_to_msamd_income,144.4199981689453,205.0
number_of_owner_occupied_units,130.0,205.0
minority_population,97.12000274658205,205.0
minority_population,41.68999862670898,205.0
minority_population,53.220001220703125,205.0
minority_population,31.489999771118164,205.0
minority_population,90.73999786376952,205.0
minority_population,87.56999969482422,205.0
minority_population,44.4900016784668,205.0
minority_population,18.63999938964844,205.0
minority_population,30.030000686645508,205.0
respondent_id,0000008056,205
minority_population,75.05000305175781,205.0
census_tract_number,4059.0,205.0
census_tract_number,168.1,205.0
census_tract_number,83.51,205.0
census_tract_number,117.12,205.0
census_tract_number,45.1,205.0
minority_population,93.6999969482422,205.0
minority_population,50.77000045776367,205.0
minority_population,32.81999969482422,205.0
minority_population,97.25,205.0
minority_population,86.68000030517578,205.0
minority_population,78.4800033569336,205.0
minority_population,81.5199966430664,205.0
minority_population,14.479999542236328,205.0
census_tract_number,3660.01,204.0
census_tract_number,1862.03,204.0
applicant_income_000s,440.0,204.0
population,2948.0,204.0
population,4575.0,204.0
population,4276.0,204.0
population,2992.0,204.0
tract_to_msamd_income,100.22000122070312,204.0
population,7187.0,204.0
population,3640.0,204.0
census_tract_number,5514.02,204.0
census_tract_number,4403.08,204.0
census_tract_number,2007.06,204.0
census_tract_number,1311.0,204.0
census_tract_number,1105.01,204.0
census_tract_number,81.29,204.0
census_tract_number,1398.01,204.0
census_tract_number,6080.04,204.0
census_tract_number,205.01,204.0
census_tract_number,1351.11,204.0
census_tract_number,6016.05,204.0
population,5334.0,204.0
census_tract_number,4353.0,204.0
census_tract_number,1538.04,204.0
census_tract_number,993.11,204.0
tract_to_msamd_income,87.80999755859375,204.0
population,6800.0,204.0
minority_population,60.150001525878906,204.0
tract_to_msamd_income,67.37000274658203,204.0
tract_to_msamd_income,46.959999084472656,204.0
minority_population,33.09000015258789,204.0
tract_to_msamd_income,141.32000732421875,204.0
tract_to_msamd_income,106.6500015258789,204.0
number_of_owner_occupied_units,149.0,204.0
tract_to_msamd_income,128.4499969482422,204.0
tract_to_msamd_income,95.37000274658205,204.0
tract_to_msamd_income,66.79000091552734,204.0
tract_to_msamd_income,104.29000091552734,204.0
tract_to_msamd_income,59.119998931884766,204.0
tract_to_msamd_income,119.87000274658205,204.0
tract_to_msamd_income,273.2900085449219,204.0
tract_to_msamd_income,124.70999908447266,204.0
tract_to_msamd_income,49.36000061035156,204.0
tract_to_msamd_income,116.87999725341795,204.0
tract_to_msamd_income,61.68000030517578,204.0
tract_to_msamd_income,159.6199951171875,204.0
minority_population,84.8499984741211,204.0
minority_population,57.77000045776367,204.0
minority_population,61.33000183105469,204.0
minority_population,48.84000015258789,204.0
minority_population,6.199999809265137,204.0
census_tract_number,84.04,203.0
census_tract_number,5720.02,203.0
census_tract_number,74.29,203.0
census_tract_number,186.13,203.0
census_tract_number,1112.01,203.0
census_tract_number,2964.02,203.0
census_tract_number,3830.0,203.0
census_tract_number,4087.03,203.0
census_tract_number,6700.03,203.0
census_tract_number,170.34,203.0
loan_amount_000s,717.0,203.0
loan_amount_000s,1275.0,203.0
loan_amount_000s,895.0,203.0
census_tract_number,5037.01,203.0
number_of_1_to_4_family_units,1870.0,203.0
tract_to_msamd_income,44.59999847412109,203.0
census_tract_number,1066.45,203.0
tract_to_msamd_income,43.72999954223633,203.0
tract_to_msamd_income,184.9499969482422,203.0
tract_to_msamd_income,154.25999450683594,203.0
tract_to_msamd_income,111.12999725341795,203.0
tract_to_msamd_income,146.77000427246094,203.0
tract_to_msamd_income,121.20999908447266,203.0
number_of_1_to_4_family_units,2271.0,203.0
number_of_1_to_4_family_units,626.0,203.0
tract_to_msamd_income,155.8000030517578,203.0
tract_to_msamd_income,92.52999877929688,203.0
tract_to_msamd_income,136.32000732421875,203.0
tract_to_msamd_income,136.7899932861328,203.0
tract_to_msamd_income,98.9499969482422,203.0
tract_to_msamd_income,117.1500015258789,203.0
respondent_id,3804009998,203
respondent_id,34-1719615,203
respondent_id,0000061598,203
census_tract_number,354.0,203.0
tract_to_msamd_income,49.91999816894531,203.0
minority_population,87.77999877929688,203.0
minority_population,64.98999786376953,203.0
population,5732.0,203.0
population,3387.0,203.0
population,7022.0,203.0
minority_population,78.97000122070312,203.0
minority_population,91.4800033569336,203.0
minority_population,56.4900016784668,203.0
minority_population,93.5199966430664,203.0
minority_population,60.5,203.0
minority_population,42.52000045776367,203.0
minority_population,97.41000366210938,203.0
minority_population,52.09999847412109,203.0
minority_population,32.38999938964844,203.0
minority_population,25.670000076293945,203.0
rate_spread,2.01,203.0
population,3338.0,203.0
population,3329.0,203.0
tract_to_msamd_income,96.36000061035156,203.0
census_tract_number,163.01,202.0
census_tract_number,5029.07,202.0
census_tract_number,2518.04,202.0
census_tract_number,5044.11,202.0
census_tract_number,74.24,202.0
number_of_owner_occupied_units,128.0,202.0
census_tract_number,891.02,202.0
census_tract_number,408.09,202.0
census_tract_number,4331.02,202.0
census_tract_number,101.04,202.0
census_tract_number,414.07,202.0
tract_to_msamd_income,64.12000274658203,202.0
census_tract_number,758.12,202.0
tract_to_msamd_income,120.70999908447266,202.0
census_tract_number,2163.0,202.0
tract_to_msamd_income,104.6999969482422,202.0
tract_to_msamd_income,123.2699966430664,202.0
tract_to_msamd_income,97.12000274658205,202.0
tract_to_msamd_income,98.73999786376952,202.0
tract_to_msamd_income,82.80000305175781,202.0
tract_to_msamd_income,64.48999786376953,202.0
tract_to_msamd_income,55.540000915527344,202.0
tract_to_msamd_income,93.95999908447266,202.0
census_tract_number,507.01,202.0
tract_to_msamd_income,76.87000274658203,202.0
tract_to_msamd_income,98.29000091552734,202.0
population,4107.0,202.0
tract_to_msamd_income,86.52999877929688,202.0
tract_to_msamd_income,234.0200042724609,202.0
census_tract_number,317.03,202.0
population,6806.0,202.0
tract_to_msamd_income,56.5,202.0
population,3639.0,202.0
population,2068.0,202.0
number_of_1_to_4_family_units,774.0,202.0
minority_population,94.20999908447266,202.0
minority_population,61.2599983215332,202.0
minority_population,97.18000030517578,202.0
population,5324.0,202.0
minority_population,20.309999465942383,202.0
minority_population,88.29000091552734,202.0
minority_population,80.12999725341797,202.0
minority_population,73.44999694824219,202.0
population,6627.0,202.0
number_of_1_to_4_family_units,654.0,201.0
minority_population,65.1500015258789,201.0
rate_spread,6.48,201.0
census_tract_number,8.03,201.0
number_of_1_to_4_family_units,469.0,201.0
census_tract_number,6205.21,201.0
number_of_1_to_4_family_units,2301.0,201.0
census_tract_number,117.1,201.0
census_tract_number,404.04,201.0
census_tract_number,1173.03,201.0
census_tract_number,170.06,201.0
census_tract_number,5120.32,201.0
census_tract_number,1142.0,201.0
census_tract_number,4049.0,201.0
census_tract_number,758.09,201.0
census_tract_number,758.08,201.0
census_tract_number,9200.29,201.0
census_tract_number,5722.02,201.0
census_tract_number,741.11,201.0
minority_population,38.77000045776367,201.0
census_tract_number,309.01,201.0
population,3204.0,201.0
population,2561.0,201.0
population,6596.0,201.0
population,2688.0,201.0
population,6529.0,201.0
population,3176.0,201.0
population,2732.0,201.0
respondent_id,0000004980,201
minority_population,52.470001220703125,201.0
minority_population,13.890000343322754,201.0
minority_population,55.7599983215332,201.0
minority_population,20.239999771118164,201.0
minority_population,82.2300033569336,201.0
minority_population,83.18000030517578,201.0
minority_population,51.29999923706055,201.0
minority_population,92.6500015258789,201.0
minority_population,98.6999969482422,201.0
minority_population,54.959999084472656,201.0
minority_population,52.400001525878906,201.0
census_tract_number,40.03,201.0
number_of_owner_occupied_units,1373.0,201.0
census_tract_number,5550.01,201.0
census_tract_number,5062.04,201.0
census_tract_number,5053.02,201.0
census_tract_number,6024.02,201.0
census_tract_number,5428.0,201.0
population,2243.0,201.0
census_tract_number,6007.03,201.0
tract_to_msamd_income,101.41999816894533,201.0
tract_to_msamd_income,85.05999755859375,201.0
tract_to_msamd_income,104.83000183105467,201.0
tract_to_msamd_income,58.02000045776367,201.0
tract_to_msamd_income,123.0500030517578,201.0
tract_to_msamd_income,122.37000274658205,201.0
tract_to_msamd_income,93.80999755859376,201.0
tract_to_msamd_income,126.55999755859376,201.0
tract_to_msamd_income,100.20999908447266,201.0
tract_to_msamd_income,112.80999755859376,201.0
tract_to_msamd_income,122.4000015258789,201.0
tract_to_msamd_income,129.80999755859375,201.0
tract_to_msamd_income,141.91000366210938,201.0
tract_to_msamd_income,86.4000015258789,201.0
tract_to_msamd_income,183.22000122070312,201.0
tract_to_msamd_income,165.61000061035156,201.0
tract_to_msamd_income,39.25,201.0
tract_to_msamd_income,52.540000915527344,201.0
tract_to_msamd_income,50.16999816894531,201.0
number_of_owner_occupied_units,0.0,201.0
loan_amount_000s,893.0,201.0
loan_amount_000s,763.0,201.0
loan_amount_000s,2200.0,201.0
tract_to_msamd_income,68.16999816894531,201.0
population,7679.0,200.0
tract_to_msamd_income,105.5199966430664,200.0
population,6768.0,200.0
population,3233.0,200.0
tract_to_msamd_income,242.3600006103516,200.0
tract_to_msamd_income,89.26000213623047,200.0
population,3846.0,200.0
tract_to_msamd_income,88.77999877929688,200.0
population,2864.0,200.0
population,3211.0,200.0
population,7283.0,200.0
population,7987.0,200.0
tract_to_msamd_income,65.5199966430664,200.0
tract_to_msamd_income,124.0,200.0
tract_to_msamd_income,119.5999984741211,200.0
tract_to_msamd_income,91.08000183105467,200.0
minority_population,57.18999862670898,200.0
minority_population,60.18999862670898,200.0
minority_population,79.37000274658203,200.0
minority_population,94.08999633789062,200.0
minority_population,44.77999877929688,200.0
tract_to_msamd_income,69.5,200.0
minority_population,21.96999931335449,200.0
tract_to_msamd_income,146.11000061035156,200.0
tract_to_msamd_income,191.82000732421875,200.0
tract_to_msamd_income,137.1300048828125,200.0
tract_to_msamd_income,115.81999969482422,200.0
rate_spread,2.06,200.0
number_of_owner_occupied_units,563.0,200.0
number_of_1_to_4_family_units,1650.0,200.0
number_of_1_to_4_family_units,409.0,200.0
minority_population,81.44000244140625,200.0
minority_population,12.880000114440918,200.0
minority_population,55.619998931884766,200.0
minority_population,37.27999877929688,200.0
minority_population,26.68000030517578,200.0
minority_population,36.75,200.0
minority_population,77.02999877929688,200.0
minority_population,84.86000061035156,200.0
minority_population,72.37000274658203,200.0
tract_to_msamd_income,136.19000244140625,200.0
tract_to_msamd_income,150.0500030517578,200.0
tract_to_msamd_income,141.1699981689453,200.0
tract_to_msamd_income,62.18000030517578,200.0
tract_to_msamd_income,165.35000610351562,200.0
tract_to_msamd_income,111.2300033569336,200.0
tract_to_msamd_income,98.08999633789062,200.0
population,4025.0,200.0
population,8620.0,200.0
tract_to_msamd_income,37.54999923706055,200.0
census_tract_number,170.09,200.0
census_tract_number,423.29,200.0
census_tract_number,1896.0,200.0
census_tract_number,5061.02,200.0
census_tract_number,3060.04,200.0
applicant_income_000s,431.0,200.0
census_tract_number,87.09,200.0
census_tract_number,82.11,200.0
census_tract_number,4303.0,200.0
census_tract_number,762.06,200.0
census_tract_number,5052.02,200.0
census_tract_number,1111.0,200.0
census_tract_number,2511.0,200.0
census_tract_number,203.09,200.0
